Year,Airport Code,Airport Name,City Name,State Name,Average Fare ($),
2018,KKI,Akiachak Airport,Akiachak,AK,464.00,
2018,MCE,Merced Yosemite Regional,Merced,CA,657.29,
2018,MCG,McGrath Airport,McGrath,AK,600.14,
2018,MMH,Mammoth Lakes Airport,Mammoth Lakes,CA,225.08,
2018,OGD,Ogden-Hinckley,Ogden,UT,106.81,
2018,OOK,Toksook Bay,Toksook,AK,574.00,
2018,PQS,Pilot Station Airport,Pilot Station,AK,650.33,
2018,ROP,Benjamin Taisacan Manglona International,Rota,TT,929.44,
2018,SHH,Shishmaref Airport,Shishmaref,AK,985.25,
2018,SNP,St. Paul Island,St. Paul,AK,1062.67,
2018,SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,VI,491.00,
2018,SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,415.67,
2018,SVC,Grant County,Silver City/Hurley,NM,501.56,
2018,WMO,White Mountain Airport,White Mountain,AK,428.00,
2018,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,72.00,
2017,LAX,Los Angeles International,Los Angeles,CA,352.52,
2017,ORD,Chicago O'Hare International,Chicago-O'Hare,IL,317.14,
2017,ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,350.91,
2017,DEN,Denver International,Denver,CO,298.97,
2017,EWR,Newark Liberty International,Newark,NJ,401.20,
2017,BOS,Logan International,Boston,MA,335.98,
2017,SEA,Seattle/Tacoma International,Seattle,WA,335.44,
2017,DFW,Dallas/Fort Worth International,Dallas-DFW,TX,362.79,
2017,MCO,Orlando International,Orlando,FL,249.33,
2017,SFO,San Francisco International,San Francisco,CA,384.99,
2017,PHX,Phoenix Sky Harbor International,Phoenix,AZ,327.12,
2017,LGA,LaGuardia,New York-La Guardia,NY,316.57,
2017,JFK,John F. Kennedy International,New York-JFK,NY,393.56,
2017,LAS,Harry Reid International,Las Vegas,NV,239.01,
2017,MSP,Minneapolis-St Paul International,Minneapolis,MN,371.27,
2017,IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,409.08,
2017,PHL,Philadelphia International,Philadelphia,PA,381.12,
2017,FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,236.41,
2017,SAN,San Diego International,San Diego,CA,337.85,
2017,DTW,Detroit Metro Wayne County,Detroit,MI,369.48,
2017,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,339.85,
2017,TPA,Tampa International,Tampa,FL,310.53,
2017,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,313.26,
2017,AUS,Austin - Bergstrom International,Austin,TX,354.14,
2017,MIA,Miami International,Miami,FL,305.40,
2017,PDX,Portland International,Portland,OR,321.91,
2017,BNA,Nashville International,Nashville,TN,357.81,
2017,SLC,Salt Lake City International,Salt Lake City,UT,351.74,
2017,CLT,Charlotte Douglas International,Charlotte,NC,413.38,
2017,RDU,Raleigh-Durham International,Raleigh/Durham,NC,354.29,
2017,SMF,Sacramento International,Sacramento,CA,352.21,
2017,HNL,Daniel K Inouye International,Honolulu,HI,368.70,
2017,MDW,Chicago Midway International,Chicago-Midway,IL,279.93,
2017,STL,St Louis Lambert International,St. Louis,MO,365.23,
2017,SJC,Norman Y. Mineta San Jose International,San Jose,CA,307.11,
2017,IAD,Washington Dulles International,Washington-Dulles,DC,424.80,
2017,MCI,Kansas City International,Kansas City,MO,349.52,
2017,SNA,John Wayne Airport-Orange County,Santa Ana,CA,353.84,
2017,DAL,Dallas Love Field,Dallas-Love Field,TX,289.20,
2017,CLE,Cleveland-Hopkins International,Cleveland,OH,317.22,
2017,OAK,Metro Oakland International,Oakland,CA,293.26,
2017,IND,Indianapolis International,Indianapolis,IN,350.69,
2017,MSY,Louis Armstrong New Orleans International,New Orleans,LA,300.70,
2017,SAT,San Antonio International,San Antonio,TX,374.44,
2017,PIT,Pittsburgh International,Pittsburgh,PA,357.36,
2017,SJU,Luis Munoz Marin International,San Juan,PR,290.46,
2017,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,335.72,
2017,CMH,John Glenn Columbus International,Columbus,OH,366.22,
2017,HOU,William P Hobby,Houston-Hobby,TX,329.40,
2017,BDL,Bradley International,Hartford,CT,373.77,
2017,RSW,Southwest Florida International,Fort Myers,FL,312.52,
2017,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,322.88,
2017,JAX,Jacksonville International,Jacksonville,FL,384.20,
2017,ONT,Ontario International,Ontario,CA,336.52,
2017,MKE,General Mitchell International,Milwaukee,WI,337.54,
2017,BUR,Bob Hope,Burbank,CA,268.57,
2017,RIC,Richmond International,Richmond,VA,424.67,
2017,OMA,Eppley Airfield,Omaha,NE,370.31,
2017,CHS,Charleston AFB/International,Charleston,SC,371.74,
2017,BUF,Buffalo Niagara International,Buffalo,NY,316.04,
2017,MEM,Memphis International,Memphis,TN,391.95,
2017,BOI,Boise Air Terminal,Boise,ID,343.18,
2017,ORF,Norfolk International,Norfolk,VA,426.20,
2017,ABQ,Albuquerque International Sunport,Albuquerque,NM,366.18,
2017,SDF,Louisville Muhammad Ali International,Louisville,KY,409.98,
2017,OGG,Kahului Airport,Kahului,HI,297.38,
2017,ANC,Ted Stevens Anchorage International,Anchorage,AK,430.09,
2017,OKC,Will Rogers World,Oklahoma City,OK,399.64,
2017,GRR,Gerald R. Ford International,Grand Rapids,MI,408.57,
2017,ELP,El Paso International,El Paso,TX,387.42,
2017,GEG,Spokane International,Spokane,WA,349.83,
2017,PVD,Rhode Island Tf Green International,Providence,RI,338.78,
2017,RNO,Reno/Tahoe International,Reno,NV,339.00,
2017,TUS,Tucson International,Tucson,AZ,382.34,
2017,DSM,Des Moines International,Des Moines,IA,379.18,
2017,LGB,Long Beach Airport,Long Beach,CA,200.88,
2017,SYR,Syracuse Hancock International,Syracuse,NY,423.89,
2017,TUL,Tulsa International,Tulsa,OK,409.44,
2017,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,417.63,
2017,SAV,Savannah/Hilton Head International,Savannah,GA,400.71,
2017,ALB,Albany International,Albany,NY,397.84,
2017,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,377.90,
2017,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,457.38,
2017,HPN,Westchester County,White Plains,NY,402.26,
2017,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,309.55,
2017,TYS,McGhee Tyson,Knoxville,TN,453.56,
2017,GSP,Greenville-Spartanburg International,Greer,SC,415.77,
2017,PNS,Pensacola International,Pensacola,FL,444.38,
2017,MYR,Myrtle Beach International,Myrtle Beach,SC,266.11,
2017,LIH,Lihue Airport,Lihue,HI,281.88,
2017,FAT,Fresno Yosemite International,Fresno,CA,438.82,
2017,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,439.24,
2017,COS,City of Colorado Springs Municipal,Colorado Springs,CO,350.70,
2017,PWM,Portland International Jetport,Portland,ME,394.87,
2017,MSN,Dane County Regional-Truax Field,Madison,WI,483.77,
2017,AVL,Asheville Regional,Asheville,NC,384.37,
2017,BZN,Bozeman Yellowstone International,Bozeman,MT,457.93,
2017,XNA,Northwest Arkansas National,Fayetteville,AR,537.65,
2017,PSP,Palm Springs International,Palm Springs,CA,387.26,
2017,PIE,St Pete Clearwater International,St. Petersburg,FL,122.72,
2017,SFB,Orlando Sanford International,Sanford,FL,119.95,
2017,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,396.78,
2017,GSO,Piedmont Triad International,Greensboro/High Point,NC,437.35,
2017,EUG,Mahlon Sweet Field,Eugene,OR,360.73,
2017,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,420.30,
2017,MDT,Harrisburg International,Harrisburg,PA,486.36,
2017,HVN,Tweed New Haven,New Haven,CT,403.78,
2017,FSD,Joe Foss Field,Sioux Falls,SD,390.24,
2017,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,618.66,
2017,MHT,Manchester Boston Regional,Manchester,NH,373.34,
2017,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,145.09,
2017,ISP,Long Island MacArthur,Islip,NY,311.03,
2017,BTV,Burlington International,Burlington,VT,439.33,
2017,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,419.56,
2017,PGD,Punta Gorda Airport,Punta Gorda,FL,123.68,
2017,MAF,Midland International Air and Space Port,Midland/Odessa,TX,459.71,
2017,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,560.70,
2017,LEX,Blue Grass,Lexington,KY,426.12,
2017,ITO,Hilo International,Hilo,HI,272.41,
2017,SGF,Springfield-Branson National,Springfield,MO,447.73,
2017,ILM,Wilmington International,Wilmington,NC,457.84,
2017,MFE,McAllen International,Mission/McAllen/Edinburg,TX,472.61,
2017,DAY,James M Cox/Dayton International,Dayton,OH,398.52,
2017,SBA,Santa Barbara Municipal,Santa Barbara,CA,525.81,
2017,ATW,Appleton International,Appleton,WI,476.26,
2017,FAR,Hector International,Fargo,ND,486.09,
2017,CAE,Columbia Metropolitan,Columbia,SC,486.87,
2017,RDM,Roberts Field,Bend/Redmond,OR,397.53,
2017,ECP,Northwest Florida Beaches International,Panama City,FL,446.67,
2017,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,348.75,
2017,LBB,Lubbock Preston Smith International,Lubbock,TX,414.81,
2017,FAI,Fairbanks International,Fairbanks,AK,408.03,
2017,CHA,Lovell Field,Chattanooga,TN,406.90,
2017,MFR,Rogue Valley International - Medford,Medford,OR,363.14,
2017,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,401.64,
2017,HRL,Valley International,Harlingen/San Benito,TX,368.82,
2017,SBN,South Bend International,South Bend,IN,405.44,
2017,BQN,Rafael Hernandez,Aguadilla,PR,227.63,
2017,ACY,Atlantic City International,Atlantic City,NJ,125.62,
2017,FWA,Fort Wayne International,Fort Wayne,IN,428.95,
2017,MSO,Missoula Montana,Missoula,MT,416.22,
2017,TTN,Trenton Mercer,Trenton,NJ,160.65,
2017,BIL,Billings Logan International,Billings,MT,460.14,
2017,CAK,Akron-Canton Regional,Akron,OH,314.00,
2017,PVU,Provo Municipal,Provo,UT,106.73,
2017,STT,Cyril E King,Charlotte Amalie,VI,390.93,
2017,PIA,General Downing - Peoria International,Peoria,IL,348.92,
2017,TLH,Tallahassee International,Tallahassee,FL,564.96,
2017,FCA,Glacier Park International,Kalispell,MT,443.91,
2017,AMA,Rick Husband Amarillo International,Amarillo,TX,423.60,
2017,FNT,Bishop International,Flint,MI,361.47,
2017,BLI,Bellingham International,Bellingham,WA,246.32,
2017,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,464.52,
2017,GRB,Green Bay Austin Straubel International,Green Bay,WI,595.42,
2017,ROA,Roanoke Blacksburg Regional,Roanoke,VA,515.64,
2017,CRP,Corpus Christi International,Corpus Christi,TX,445.81,
2017,BGR,Bangor International,Bangor,ME,403.29,
2017,TVC,Cherry Capital,Traverse City,MI,542.86,
2017,CHO,Charlottesville Albemarle,Charlottesville,VA,421.40,
2017,SHV,Shreveport Regional,Shreveport,LA,524.04,
2017,JAC,Jackson Hole,Jackson,WY,665.17,
2017,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,295.89,
2017,AGS,Augusta Regional at Bush Field,Augusta,GA,436.39,
2017,SBP,San Luis County Regional,San Luis Obispo,CA,510.96,
2017,RAP,Rapid City Regional,Rapid City,SD,483.95,
2017,DAB,Daytona Beach International,Daytona Beach,FL,368.64,
2017,MLI,Quad Cities International,Moline,IL,406.36,
2017,BIS,Bismarck Municipal,Bismarck/Mandan,ND,420.70,
2017,IDA,Idaho Falls Regional,Idaho Falls,ID,512.03,
2017,GNV,Gainesville Regional,Gainesville,FL,469.31,
2017,EYW,Key West International,Key West,FL,445.96,
2017,JNU,Juneau International,Juneau,AK,407.36,
2017,MOB,Mobile Regional,Mobile,AL,556.80,
2017,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,447.23,
2017,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,132.58,
2017,GJT,Grand Junction Regional,Grand Junction,CO,484.47,
2017,LCK,Rickenbacker International,Columbus,OH,122.92,
2017,MLB,Melbourne Orlando International,Melbourne,FL,397.90,
2017,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,557.80,
2017,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,555.09,
2017,MRY,Monterey Regional,Monterey,CA,366.12,
2017,BRO,Brownsville South Padre Island International,Brownsville,TX,471.39,
2017,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,390.21,
2017,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,554.77,
2017,BFL,Meadows Field,Bakersfield,CA,586.53,
2017,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,430.43,
2017,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,413.26,
2017,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,702.58,
2017,GTF,Great Falls International,Great Falls,MT,415.64,
2017,DRO,Durango La Plata County,Durango,CO,564.11,
2017,MGM,Montgomery Regional,Montgomery,AL,567.46,
2017,MTJ,Montrose Regional,Montrose/Delta,CO,577.42,
2017,PSE,Mercedita,Ponce,PR,249.57,
2017,STX,Henry E. Rohlsen,Christiansted,VI,420.82,
2017,EVV,Evansville Regional,Evansville,IN,490.70,
2017,RFD,Chicago/Rockford International,Rockford,IL,166.51,
2017,MOT,Minot International,Minot,ND,473.33,
2017,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,419.24,
2017,LRD,Laredo International,Laredo,TX,439.12,
2017,ORH,Worcester Regional,Worcester,MA,293.68,
2017,SCE,University Park,State College,PA,585.69,
2017,DLH,Duluth International,Duluth,MN,546.60,
2017,SGU,St George Regional,St. George,UT,422.40,
2017,USA,Concord Padgett Regional,Concord,NC,113.87,
2017,HDN,Yampa Valley,Hayden,CO,585.86,
2017,ACK,Nantucket Memorial,Nantucket,MA,314.76,
2017,LNK,Lincoln Airport,Lincoln,NE,504.97,
2017,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,234.44,
2017,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,665.48,
2017,EGE,Eagle County Regional,Eagle,CO,672.93,
2017,GRK,Robert Gray AAF,Killeen,TX,485.71,
2017,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,310.89,
2017,LAN,Capital Region International,Lansing,MI,426.42,
2017,SAF,Santa Fe Municipal,Santa Fe,NM,448.87,
2017,LBE,Arnold Palmer Regional,Latrobe,PA,119.09,
2017,GFK,Grand Forks International,Grand Forks,ND,441.01,
2017,ELM,Elmira/Corning Regional,Elmira/Corning,NY,436.41,
2017,COU,Columbia Regional,Columbia,MO,477.47,
2017,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,532.52,
2017,KTN,Ketchikan International,Ketchikan,AK,451.75,
2017,MLU,Monroe Regional,Monroe,LA,582.16,
2017,MBS,MBS International,Saginaw/Bay City/Midland,MI,583.57,
2017,PBG,Plattsburgh International,Plattsburgh,NY,155.58,
2017,BET,Bethel Airport,Bethel,AK,379.89,
2017,AEX,Alexandria International,Alexandria,LA,555.42,
2017,RDD,Redding Regional,Redding,CA,457.57,
2017,LCH,Lake Charles Regional,Lake Charles,LA,605.37,
2017,HLN,Helena Regional,Helena,MT,530.89,
2017,TOL,Eugene F Kranz Toledo Express,Toledo,OH,248.23,
2017,SCK,Stockton Metro,Stockton,CA,120.22,
2017,GUM,Guam International,Guam,TT,1616.58,
2017,CPR,Casper/Natrona County International,Casper,WY,449.14,
2017,RST,Rochester International,Rochester,MN,407.56,
2017,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,456.01,
2017,ABI,Abilene Regional,Abilene,TX,496.80,
2017,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,484.67,
2017,CWA,Central Wisconsin,Mosinee,WI,579.47,
2017,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,475.16,
2017,YUM,Yuma MCAS/Yuma International,Yuma,AZ,485.18,
2017,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,321.28,
2017,GRI,Central Nebraska Regional,Grand Island,NE,307.31,
2017,SIT,Sitka Rocky Gutierrez,Sitka,AK,402.52,
2017,IAG,Niagara Falls International,Niagara Falls,NY,143.77,
2017,HHH,Hilton Head Airport,Hilton Head,SC,497.70,
2017,CMI,University of Illinois/Willard,Champaign/Urbana,IL,515.22,
2017,PSM,Portsmouth International at Pease,Portsmouth,NH,157.31,
2017,ADQ,Kodiak Airport,Kodiak,AK,553.56,
2017,SPI,Abraham Lincoln Capital,Springfield,IL,353.05,
2017,FSM,Fort Smith Regional,Fort Smith,AR,576.44,
2017,PUW,Pullman Moscow Regional,Pullman,WA,379.98,
2017,ERI,Erie International/Tom Ridge Field,Erie,PA,452.60,
2017,CLL,Easterwood Field,College Station/Bryan,TX,549.05,
2017,TYR,Tyler Pounds Regional,Tyler,TX,546.18,
2017,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,442.60,
2017,FLG,Flagstaff Pulliam,Flagstaff,AZ,434.58,
2017,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,542.32,
2017,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,463.31,
2017,CSG,Columbus Airport,Columbus,GA,504.57,
2017,ACT,Waco Regional,Waco,TX,514.30,
2017,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,524.37,
2017,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,134.75,
2017,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,124.23,
2017,TXK,Texarkana Regional-Webb Field,Texarkana,AR,494.14,
2017,ROW,Roswell Air Center,Roswell,NM,455.12,
2017,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,505.13,
2017,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,565.25,
2017,VLD,Valdosta Regional,Valdosta,GA,581.67,
2017,LSE,La Crosse Regional,La Crosse,WI,521.51,
2017,OME,Nome Airport,Nome,AK,496.84,
2017,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,436.20,
2017,MQT,Marquette Sawyer Regional,Marquette,MI,564.68,
2017,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,501.91,
2017,PPG,Pago Pago International,Pago Pago,TT,1130.56,
2017,GTR,Golden Triangle Regional,Columbus,MS,612.92,
2017,SWO,Stillwater Regional,Stillwater,OK,425.26,
2017,GGG,East Texas Regional,Longview,TX,432.21,
2017,OTZ,Ralph Wien Memorial,Kotzebue,AK,458.07,
2017,ABY,Southwest Georgia Regional,Albany,GA,552.12,
2017,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,463.21,
2017,PGV,Pitt Greenville,Greenville,NC,437.89,
2017,LWS,Lewiston Nez Perce County,Lewiston,ID,425.07,
2017,STC,St. Cloud Regional,St. Cloud,MN,151.33,
2017,DHN,Dothan Regional,Dothan,AL,748.50,
2017,COD,Yellowstone Regional,Cody,WY,516.39,
2017,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,588.71,
2017,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,436.58,
2017,GCC,Northeast Wyoming Regional,Gillette,WY,565.40,
2017,BJI,Bemidji Regional,Bemidji,MN,548.73,
2017,SCC,Deadhorse Airport,Deadhorse,AK,422.64,
2017,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,661.20,
2017,ART,Watertown International,Watertown,NY,478.73,
2017,GCK,Garden City Regional,Garden City,KS,463.66,
2017,DLG,Dillingham Airport,Dillingham,AK,608.24,
2017,ABR,Aberdeen Regional,Aberdeen,SD,588.06,
2017,BQK,Brunswick Golden Isles,Brunswick,GA,537.87,
2017,FLO,Florence Regional,Florence,SC,445.57,
2017,CIU,Chippewa County International,Sault Ste. Marie,MI,598.25,
2017,HOB,Lea County Regional,Hobbs,NM,476.67,
2017,RHI,Rhinelander/Oneida County,Rhinelander,WI,580.56,
2017,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,707.82,
2017,IMT,Ford,Iron Mountain/Kingsfd,MI,471.53,
2017,SPN,Francisco C. Ada Saipan International,Saipan,TT,1125.16,
2017,HYA,Cape Cod Gateway,Hyannis,MA,229.52,
2017,EAT,Pangborn Memorial,Wenatchee,WA,367.32,
2017,ALW,Walla Walla Regional,Walla Walla,WA,353.14,
2017,EAU,Chippewa Valley Regional,Eau Claire,WI,435.33,
2017,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,559.60,
2017,PQI,Presque Isle International,Presque Isle/Houlton,ME,492.31,
2017,AKN,King Salmon Airport,King Salmon,AK,626.22,
2017,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,412.22,
2017,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,453.72,
2017,PSG,Petersburg James A Johnson,Petersburg,AK,418.82,
2017,DBQ,Dubuque Regional,Dubuque,IA,504.93,
2017,CMX,Houghton County Memorial,Hancock/Houghton,MI,554.24,
2017,RKS,Southwest Wyoming Regional,Rock Springs,WY,543.18,
2017,PIH,Pocatello Regional,Pocatello,ID,559.04,
2017,LAR,Laramie Regional,Laramie,WY,465.68,
2017,BRD,Brainerd Lakes Regional,Brainerd,MN,581.47,
2017,RIW,Central Wyoming Regional,Riverton/Lander,WY,656.27,
2017,BTM,Bert Mooney,Butte,MT,514.99,
2017,ESC,Delta County,Escanaba,MI,491.65,
2017,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,112.32,
2017,HIB,Range Regional,Hibbing,MN,595.06,
2017,EAR,Kearney Regional,Kearney,NE,460.98,
2017,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,499.13,
2017,CDV,Merle K Mudhole Smith,Cordova,AK,407.62,
2017,ALO,Waterloo Regional,Waterloo,IA,470.01,
2017,VEL,Vernal Regional,Vernal,UT,546.72,
2017,EKO,Elko Regional,Elko,NV,749.38,
2017,MEI,Key Field,Meridian,MS,472.18,
2017,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,447.61,
2017,PIR,Pierre Regional,Pierre,SD,520.13,
2017,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,591.02,
2017,WRG,Wrangell Airport,Wrangell,AK,416.15,
2017,CDC,Cedar City Regional,Cedar City,UT,318.25,
2017,CNY,Canyonlands Regional,Moab,UT,403.20,
2017,OWB,Owensboro Daviess County Regional,Owensboro,KY,148.72,
2017,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,398.70,
2017,INL,Falls International Einarson Field,International Falls,MN,527.22,
2017,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,514.14,
2017,SLN,Salina Regional,Salina,KS,562.60,
2017,ATY,Watertown Regional,Watertown,SD,460.07,
2017,APN,Alpena County Regional,Alpena,MI,631.69,
2017,JLN,Joplin Regional,Joplin,MO,485.12,
2017,PAH,Barkley Regional,Paducah,KY,432.81,
2017,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,456.31,
2017,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,477.21,
2017,JMS,Jamestown Regional,Jamestown,ND,407.76,
2017,LBL,Liberal Mid-America Regional,Liberal,KS,478.72,
2017,WYS,Yellowstone,West Yellowstone,MT,385.05,
2017,YAK,Yakutat Airport,Yakutat,AK,353.95,
2017,CVN,Clovis Regional,Clovis,NM,453.75,
2017,HYS,Hays Regional,Hays,KS,530.09,
2017,DVL,Devils Lake Regional,Devils Lake,ND,466.79,
2017,DDC,Dodge City Regional,Dodge City,KS,496.41,
2017,OGS,Ogdensburg International,Ogdensburg,NY,151.30,
2017,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,460.29,
2017,GST,Gustavus Airport,Gustavus,AK,195.32,
2017,DUT,Unalaska Airport,Unalaska,AK,995.01,
2017,IPL,Imperial County,El Centro,CA,338.95,
2017,PUB,Pueblo Memorial,Pueblo,CO,486.55,
2017,LEB,Lebanon Municipal,Lebanon-Hanover,NH,357.78,
2017,MKG,Muskegon County,Muskegon,MI,397.95,
2017,CGI,Cape Girardeau Regional,Cape Girardeau,MO,448.63,
2017,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,440.88,
2017,AUG,Augusta State,Augusta/Waterville,ME,367.63,
2017,TEX,Telluride Regional,Telluride,CO,737.28,
2017,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,443.38,
2017,CEZ,Cortez Municipal,Cortez,CO,477.81,
2017,ENA,Kenai Municipal,Kenai,AK,646.72,
2017,DUJ,DuBois Regional,DuBois,PA,288.00,
2017,UIN,Quincy Regional-Baldwin Field,Quincy,IL,456.06,
2017,RKD,Knox County Regional,Rockland,ME,401.97,
2017,RUT,Rutland - Southern Vermont Regional,Rutland,VT,374.92,
2017,PVC,Provincetown Municipal,Provincetown,MA,416.63,
2017,PGA,Page Municipal,Page,AZ,466.43,
2017,AIA,Alliance Municipal,Alliance,NE,365.79,
2017,SDY,Sidney Richland Regional,Sidney,MT,518.07,
2017,HOM,Homer Airport,Homer,AK,655.39,
2017,GLH,Greenville Mid Delta,Greenville,MS,330.50,
2017,MSL,Northwest Alabama Regional,Muscle Shoals,AL,322.06,
2017,TVF,Thief River Falls Regional,Thief River Falls,MN,396.50,
2017,IRK,Kirksville Regional,Kirksville,MO,393.24,
2017,ADK,Adak,Adak Island,AK,951.63,
2017,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,381.59,
2017,MCK,McCook Ben Nelson Regional,McCook,NE,487.50,
2017,CDR,Chadron Municipal,Chadron,NE,296.84,
2017,VQS,Antonio Rivera Rodriguez,Vieques,PR,483.35,
2017,MSS,Massena International-Richards Field,Massena,NY,440.89,
2017,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,401.29,
2017,SOW,Show Low Regional,Show Low,AZ,608.20,
2017,CNM,Cavern City Air Terminal,Carlsbad,NM,619.91,
2017,VDZ,Valdez Pioneer Field,Valdez,AK,627.69,
2017,MKK,Molokai,Hoolehua,HI,227.17,
2017,HVR,Havre City-County,Havre,MT,582.54,
2017,GDV,Dawson Community,Glendive,MT,735.57,
2017,OLF,L. M. Clayton,Wolf Point,MT,610.18,
2017,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,254.30,
2017,CPX,Benjamin Rivera Noriega,Culebra,PR,432.29,
2017,CDB,Cold Bay Airport,Cold Bay,AK,901.32,
2017,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,526.36,
2017,JHM,Kapalua Airport,Kapalua,HI,293.05,
2017,UNK,Unalakleet Airport,Unalakleet,AK,539.00,
2017,SDP,Sand Point,Sandpoint,AK,885.49,
2017,LNY,Lanai Airport,Lanai,HI,379.78,
2017,ANI,Aniak Airport,Aniak,AK,601.00,
2017,CEC,Jack McNamara Field,Crescent City,CA,492.80,
2017,MUE,Waimea-Kohala,Kamuela,HI,590.00,
2017,FMN,Four Corners Regional,Farmington,NM,602.04,
2017,GAL,Edward G. Pitka Sr.,Galena,AK,660.00,
2017,IFP,Laughlin/Bullhead International,Bullhead City,AZ,324.42,
2017,IPT,Williamsport Regional,Williamsport,PA,517.59,
2017,ISN,Sloulin Field International,Williston,ND,697.60,
2017,IYK,Inyokern Airport,Inyokern,CA,686.67,
2017,KKI,Akiachak Airport,Akiachak,AK,404.00,
2017,LMT,Crater Lake Klamath Regional,Klamath Falls,OR,633.80,
2017,MCE,Merced Yosemite Regional,Merced,CA,424.00,
2017,MCG,McGrath Airport,McGrath,AK,590.73,
2017,MMH,Mammoth Lakes Airport,Mammoth Lakes,CA,197.68,
2017,OGD,Ogden-Hinckley,Ogden,UT,99.23,
