Year,Airport Code,Airport Name,City Name,State Name,Average Fare ($),
2006,SAN,San Diego International,San Diego,CA,317.15,
2006,DTW,Detroit Metro Wayne County,Detroit,MI,322.83,
2006,DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,350.85,
2006,TPA,Tampa International,Tampa,FL,274.52,
2006,BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,269.20,
2006,AUS,Austin - Bergstrom International,Austin,TX,346.39,
2006,MIA,Miami International,Miami,FL,317.57,
2006,PDX,Portland International,Portland,OR,333.88,
2006,BNA,Nashville International,Nashville,TN,294.79,
2006,SLC,Salt Lake City International,Salt Lake City,UT,323.58,
2006,CLT,Charlotte Douglas International,Charlotte,NC,367.18,
2006,RDU,Raleigh-Durham International,Raleigh/Durham,NC,314.70,
2006,SMF,Sacramento International,Sacramento,CA,289.19,
2006,HNL,Daniel K Inouye International,Honolulu,HI,276.55,
2006,MDW,Chicago Midway International,Chicago-Midway,IL,221.67,
2006,STL,St Louis Lambert International,St. Louis,MO,320.23,
2006,SJC,Norman Y. Mineta San Jose International,San Jose,CA,284.35,
2006,IAD,Washington Dulles International,Washington-Dulles,DC,384.09,
2006,MCI,Kansas City International,Kansas City,MO,289.90,
2006,SNA,John Wayne Airport-Orange County,Santa Ana,CA,331.22,
2006,DAL,Dallas Love Field,Dallas-Love Field,TX,186.00,
2006,CLE,Cleveland-Hopkins International,Cleveland,OH,322.97,
2006,OAK,Metro Oakland International,Oakland,CA,263.73,
2006,IND,Indianapolis International,Indianapolis,IN,308.37,
2006,MSY,Louis Armstrong New Orleans International,New Orleans,LA,296.54,
2006,SAT,San Antonio International,San Antonio,TX,326.11,
2006,PIT,Pittsburgh International,Pittsburgh,PA,310.36,
2006,SJU,Luis Munoz Marin International,San Juan,PR,307.33,
2006,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,511.01,
2006,CMH,John Glenn Columbus International,Columbus,OH,320.90,
2006,HOU,William P Hobby,Houston-Hobby,TX,234.28,
2006,BDL,Bradley International,Hartford,CT,341.55,
2006,RSW,Southwest Florida International,Fort Myers,FL,271.23,
2006,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,268.83,
2006,JAX,Jacksonville International,Jacksonville,FL,300.29,
2006,ONT,Ontario International,Ontario,CA,283.81,
2006,MKE,General Mitchell International,Milwaukee,WI,333.26,
2006,BUR,Bob Hope,Burbank,CA,249.08,
2006,RIC,Richmond International,Richmond,VA,371.92,
2006,OMA,Eppley Airfield,Omaha,NE,321.72,
2006,CHS,Charleston AFB/International,Charleston,SC,479.01,
2006,BUF,Buffalo Niagara International,Buffalo,NY,264.21,
2006,MEM,Memphis International,Memphis,TN,412.36,
2006,BOI,Boise Air Terminal,Boise,ID,297.57,
2006,ORF,Norfolk International,Norfolk,VA,353.48,
2006,ABQ,Albuquerque International Sunport,Albuquerque,NM,312.68,
2006,SDF,Louisville Muhammad Ali International,Louisville,KY,321.10,
2006,OGG,Kahului Airport,Kahului,HI,207.76,
2006,ANC,Ted Stevens Anchorage International,Anchorage,AK,481.65,
2006,OKC,Will Rogers World,Oklahoma City,OK,338.53,
2006,GRR,Gerald R. Ford International,Grand Rapids,MI,413.74,
2006,ELP,El Paso International,El Paso,TX,296.20,
2006,GEG,Spokane International,Spokane,WA,300.85,
2006,PVD,Rhode Island Tf Green International,Providence,RI,296.48,
2006,RNO,Reno/Tahoe International,Reno,NV,266.60,
2006,TUS,Tucson International,Tucson,AZ,316.87,
2006,DSM,Des Moines International,Des Moines,IA,401.11,
2006,LGB,Long Beach Airport,Long Beach,CA,264.81,
2006,SYR,Syracuse Hancock International,Syracuse,NY,360.55,
2006,TUL,Tulsa International,Tulsa,OK,326.60,
2006,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,306.87,
2006,SAV,Savannah/Hilton Head International,Savannah,GA,387.00,
2006,ALB,Albany International,Albany,NY,337.02,
2006,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,305.00,
2006,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,347.32,
2006,HPN,Westchester County,White Plains,NY,357.97,
2006,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,206.37,
2006,TYS,McGhee Tyson,Knoxville,TN,460.91,
2006,GSP,Greenville-Spartanburg International,Greer,SC,468.89,
2006,PNS,Pensacola International,Pensacola,FL,384.24,
2006,MYR,Myrtle Beach International,Myrtle Beach,SC,322.60,
2006,LIH,Lihue Airport,Lihue,HI,171.97,
2006,FAT,Fresno Yosemite International,Fresno,CA,394.85,
2006,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,336.26,
2006,COS,City of Colorado Springs Municipal,Colorado Springs,CO,390.88,
2006,PWM,Portland International Jetport,Portland,ME,401.74,
2006,MSN,Dane County Regional-Truax Field,Madison,WI,412.45,
2006,AVL,Asheville Regional,Asheville,NC,483.39,
2006,BZN,Bozeman Yellowstone International,Bozeman,MT,510.10,
2006,XNA,Northwest Arkansas National,Fayetteville,AR,454.09,
2006,PSP,Palm Springs International,Palm Springs,CA,401.24,
2006,PIE,St Pete Clearwater International,St. Petersburg,FL,171.94,
2006,SFB,Orlando Sanford International,Sanford,FL,149.63,
2006,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,393.94,
2006,GSO,Piedmont Triad International,Greensboro/High Point,NC,407.15,
2006,EUG,Mahlon Sweet Field,Eugene,OR,414.58,
2006,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,407.91,
2006,MDT,Harrisburg International,Harrisburg,PA,466.71,
2006,HVN,Tweed New Haven,New Haven,CT,386.04,
2006,FSD,Joe Foss Field,Sioux Falls,SD,437.69,
2006,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,515.05,
2006,MHT,Manchester Boston Regional,Manchester,NH,301.57,
2006,ISP,Long Island MacArthur,Islip,NY,232.81,
2006,BTV,Burlington International,Burlington,VT,360.52,
2006,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,520.94,
2006,MAF,Midland International Air and Space Port,Midland/Odessa,TX,268.36,
2006,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,359.88,
2006,LEX,Blue Grass,Lexington,KY,434.89,
2006,ITO,Hilo International,Hilo,HI,151.91,
2006,SGF,Springfield-Branson National,Springfield,MO,436.31,
2006,ILM,Wilmington International,Wilmington,NC,430.66,
2006,MFE,McAllen International,Mission/McAllen/Edinburg,TX,369.30,
2006,DAY,James M Cox/Dayton International,Dayton,OH,334.02,
2006,SBA,Santa Barbara Municipal,Santa Barbara,CA,425.53,
2006,ATW,Appleton International,Appleton,WI,430.34,
2006,FAR,Hector International,Fargo,ND,465.42,
2006,CAE,Columbia Metropolitan,Columbia,SC,455.65,
2006,RDM,Roberts Field,Bend/Redmond,OR,386.94,
2006,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,402.13,
2006,LBB,Lubbock Preston Smith International,Lubbock,TX,267.60,
2006,FAI,Fairbanks International,Fairbanks,AK,485.94,
2006,CHA,Lovell Field,Chattanooga,TN,467.19,
2006,MFR,Rogue Valley International - Medford,Medford,OR,421.00,
2006,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,452.00,
2006,HRL,Valley International,Harlingen/San Benito,TX,243.75,
2006,SBN,South Bend International,South Bend,IN,364.80,
2006,BQN,Rafael Hernandez,Aguadilla,PR,222.57,
2006,ACY,Atlantic City International,Atlantic City,NJ,226.93,
2006,FWA,Fort Wayne International,Fort Wayne,IN,482.61,
2006,MSO,Missoula Montana,Missoula,MT,477.40,
2006,TTN,Trenton Mercer,Trenton,NJ,176.36,
2006,BIL,Billings Logan International,Billings,MT,425.58,
2006,CAK,Akron-Canton Regional,Akron,OH,274.29,
2006,STT,Cyril E King,Charlotte Amalie,VI,391.09,
2006,PIA,General Downing - Peoria International,Peoria,IL,374.67,
2006,TLH,Tallahassee International,Tallahassee,FL,445.63,
2006,FCA,Glacier Park International,Kalispell,MT,512.83,
2006,AMA,Rick Husband Amarillo International,Amarillo,TX,285.47,
2006,FNT,Bishop International,Flint,MI,298.89,
2006,BLI,Bellingham International,Bellingham,WA,342.98,
2006,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,408.40,
2006,GRB,Green Bay Austin Straubel International,Green Bay,WI,394.56,
2006,ROA,Roanoke Blacksburg Regional,Roanoke,VA,472.61,
2006,CRP,Corpus Christi International,Corpus Christi,TX,351.57,
2006,BGR,Bangor International,Bangor,ME,469.92,
2006,TVC,Cherry Capital,Traverse City,MI,464.82,
2006,CHO,Charlottesville Albemarle,Charlottesville,VA,501.97,
2006,SHV,Shreveport Regional,Shreveport,LA,458.63,
2006,JAC,Jackson Hole,Jackson,WY,519.44,
2006,AGS,Augusta Regional at Bush Field,Augusta,GA,558.23,
2006,SBP,San Luis County Regional,San Luis Obispo,CA,444.26,
2006,RAP,Rapid City Regional,Rapid City,SD,481.57,
2006,DAB,Daytona Beach International,Daytona Beach,FL,384.66,
2006,MLI,Quad Cities International,Moline,IL,331.03,
2006,BIS,Bismarck Municipal,Bismarck/Mandan,ND,444.66,
2006,IDA,Idaho Falls Regional,Idaho Falls,ID,443.02,
2006,GNV,Gainesville Regional,Gainesville,FL,459.37,
2006,EYW,Key West International,Key West,FL,403.90,
2006,JNU,Juneau International,Juneau,AK,428.90,
2006,MOB,Mobile Regional,Mobile,AL,505.37,
2006,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,374.83,
2006,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,199.36,
2006,GJT,Grand Junction Regional,Grand Junction,CO,474.37,
2006,LCK,Rickenbacker International,Columbus,OH,215.56,
2006,MLB,Melbourne Orlando International,Melbourne,FL,456.34,
2006,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,455.47,
2006,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,505.01,
2006,MRY,Monterey Regional,Monterey,CA,460.42,
2006,BRO,Brownsville South Padre Island International,Brownsville,TX,401.52,
2006,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,439.16,
2006,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,447.93,
2006,BFL,Meadows Field,Bakersfield,CA,423.68,
2006,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,492.02,
2006,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,303.40,
2006,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,553.39,
2006,GTF,Great Falls International,Great Falls,MT,495.53,
2006,DRO,Durango La Plata County,Durango,CO,486.30,
2006,MGM,Montgomery Regional,Montgomery,AL,480.83,
2006,MTJ,Montrose Regional,Montrose/Delta,CO,515.79,
2006,PSE,Mercedita,Ponce,PR,206.28,
2006,STX,Henry E. Rohlsen,Christiansted,VI,432.47,
2006,EVV,Evansville Regional,Evansville,IN,437.51,
2006,RFD,Chicago/Rockford International,Rockford,IL,240.31,
2006,ILG,New Castle,Wilmington,DE,299.85,
2006,MOT,Minot International,Minot,ND,527.34,
2006,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,469.86,
2006,LRD,Laredo International,Laredo,TX,382.51,
2006,ORH,Worcester Regional,Worcester,MA,177.06,
2006,SCE,University Park,State College,PA,493.17,
2006,DLH,Duluth International,Duluth,MN,468.29,
2006,SGU,St George Regional,St. George,UT,330.80,
2006,HDN,Yampa Valley,Hayden,CO,451.66,
2006,ACK,Nantucket Memorial,Nantucket,MA,521.09,
2006,LNK,Lincoln Airport,Lincoln,NE,398.65,
2006,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,468.75,
2006,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,404.94,
2006,EGE,Eagle County Regional,Eagle,CO,537.53,
2006,GRK,Robert Gray AAF,Killeen,TX,439.54,
2006,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,342.76,
2006,LAN,Capital Region International,Lansing,MI,370.61,
2006,SAF,Santa Fe Municipal,Santa Fe,NM,615.86,
2006,LBE,Arnold Palmer Regional,Latrobe,PA,409.76,
2006,GFK,Grand Forks International,Grand Forks,ND,513.16,
2006,ELM,Elmira/Corning Regional,Elmira/Corning,NY,437.50,
2006,COU,Columbia Regional,Columbia,MO,429.05,
2006,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,472.93,
2006,KTN,Ketchikan International,Ketchikan,AK,446.96,
2006,MLU,Monroe Regional,Monroe,LA,456.07,
2006,MBS,MBS International,Saginaw/Bay City/Midland,MI,441.26,
2006,BET,Bethel Airport,Bethel,AK,418.55,
2006,AEX,Alexandria International,Alexandria,LA,465.20,
2006,RDD,Redding Regional,Redding,CA,416.39,
2006,LCH,Lake Charles Regional,Lake Charles,LA,475.72,
2006,HLN,Helena Regional,Helena,MT,542.90,
2006,TOL,Eugene F Kranz Toledo Express,Toledo,OH,347.83,
2006,SCK,Stockton Metro,Stockton,CA,137.39,
2006,GUM,Guam International,Guam,TT,1450.92,
2006,CPR,Casper/Natrona County International,Casper,WY,510.05,
2006,RST,Rochester International,Rochester,MN,420.15,
2006,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,473.76,
2006,ABI,Abilene Regional,Abilene,TX,390.88,
2006,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,560.78,
2006,CWA,Central Wisconsin,Mosinee,WI,440.52,
2006,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,269.33,
2006,YUM,Yuma MCAS/Yuma International,Yuma,AZ,422.59,
2006,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,516.35,
2006,GRI,Central Nebraska Regional,Grand Island,NE,500.85,
2006,SIT,Sitka Rocky Gutierrez,Sitka,AK,388.62,
2006,HHH,Hilton Head Airport,Hilton Head,SC,485.38,
2006,CMI,University of Illinois/Willard,Champaign/Urbana,IL,430.03,
2006,PSM,Portsmouth International at Pease,Portsmouth,NH,174.92,
2006,ADQ,Kodiak Airport,Kodiak,AK,620.63,
2006,SPI,Abraham Lincoln Capital,Springfield,IL,419.35,
2006,FSM,Fort Smith Regional,Fort Smith,AR,443.18,
2006,PUW,Pullman Moscow Regional,Pullman,WA,401.69,
2006,ERI,Erie International/Tom Ridge Field,Erie,PA,362.97,
2006,CLL,Easterwood Field,College Station/Bryan,TX,435.62,
2006,TYR,Tyler Pounds Regional,Tyler,TX,453.48,
2006,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,429.52,
2006,FLG,Flagstaff Pulliam,Flagstaff,AZ,422.64,
2006,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,478.72,
2006,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,366.30,
2006,CSG,Columbus Airport,Columbus,GA,576.51,
2006,ACT,Waco Regional,Waco,TX,441.96,
2006,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,409.43,
2006,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,514.30,
2006,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,464.66,
2006,TXK,Texarkana Regional-Webb Field,Texarkana,AR,496.01,
2006,ROW,Roswell Air Center,Roswell,NM,506.36,
2006,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,452.35,
2006,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,473.01,
2006,VLD,Valdosta Regional,Valdosta,GA,485.68,
2006,LSE,La Crosse Regional,La Crosse,WI,459.49,
2006,OME,Nome Airport,Nome,AK,497.70,
2006,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,442.79,
2006,MQT,Marquette Sawyer Regional,Marquette,MI,400.32,
2006,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,488.29,
2006,PPG,Pago Pago International,Pago Pago,TT,966.10,
2006,GTR,Golden Triangle Regional,Columbus,MS,557.14,
2006,GGG,East Texas Regional,Longview,TX,419.24,
2006,OTZ,Ralph Wien Memorial,Kotzebue,AK,495.78,
2006,ABY,Southwest Georgia Regional,Albany,GA,587.06,
2006,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,573.67,
2006,PGV,Pitt Greenville,Greenville,NC,398.96,
2006,LWS,Lewiston Nez Perce County,Lewiston,ID,412.26,
2006,STC,St. Cloud Regional,St. Cloud,MN,500.79,
2006,DHN,Dothan Regional,Dothan,AL,630.45,
2006,COD,Yellowstone Regional,Cody,WY,502.09,
2006,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,464.29,
2006,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,423.62,
2006,GCC,Northeast Wyoming Regional,Gillette,WY,622.15,
2006,BJI,Bemidji Regional,Bemidji,MN,525.10,
2006,SCC,Deadhorse Airport,Deadhorse,AK,429.52,
2006,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,558.39,
2006,ART,Watertown International,Watertown,NY,485.51,
2006,GCK,Garden City Regional,Garden City,KS,471.62,
2006,DLG,Dillingham Airport,Dillingham,AK,556.25,
2006,SHR,Sheridan County,Sheridan,WY,529.72,
2006,ABR,Aberdeen Regional,Aberdeen,SD,541.75,
2006,BQK,Brunswick Golden Isles,Brunswick,GA,470.79,
2006,FLO,Florence Regional,Florence,SC,499.39,
2006,CIU,Chippewa County International,Sault Ste. Marie,MI,539.49,
2006,HOB,Lea County Regional,Hobbs,NM,411.50,
2006,RHI,Rhinelander/Oneida County,Rhinelander,WI,444.24,
2006,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,531.07,
2006,IMT,Ford,Iron Mountain/Kingsfd,MI,363.00,
2006,SPN,Francisco C. Ada Saipan International,Saipan,TT,976.43,
2006,HYA,Cape Cod Gateway,Hyannis,MA,546.12,
2006,EAT,Pangborn Memorial,Wenatchee,WA,374.10,
2006,ALW,Walla Walla Regional,Walla Walla,WA,389.09,
2006,EAU,Chippewa Valley Regional,Eau Claire,WI,459.72,
2006,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,492.99,
2006,PQI,Presque Isle International,Presque Isle/Houlton,ME,545.40,
2006,AKN,King Salmon Airport,King Salmon,AK,568.77,
2006,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,396.69,
2006,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,535.01,
2006,PSG,Petersburg James A Johnson,Petersburg,AK,384.44,
2006,DBQ,Dubuque Regional,Dubuque,IA,397.62,
2006,CMX,Houghton County Memorial,Hancock/Houghton,MI,487.42,
2006,RKS,Southwest Wyoming Regional,Rock Springs,WY,610.69,
2006,PIH,Pocatello Regional,Pocatello,ID,528.84,
2006,LAR,Laramie Regional,Laramie,WY,593.20,
2006,BRD,Brainerd Lakes Regional,Brainerd,MN,504.87,
2006,RIW,Central Wyoming Regional,Riverton/Lander,WY,564.19,
2006,BTM,Bert Mooney,Butte,MT,524.07,
2006,ESC,Delta County,Escanaba,MI,357.14,
2006,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,340.63,
2006,HIB,Range Regional,Hibbing,MN,537.20,
2006,EAR,Kearney Regional,Kearney,NE,503.60,
2006,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,535.76,
2006,CDV,Merle K Mudhole Smith,Cordova,AK,370.63,
2006,ALO,Waterloo Regional,Waterloo,IA,462.45,
2006,VEL,Vernal Regional,Vernal,UT,388.96,
2006,EKO,Elko Regional,Elko,NV,495.33,
2006,MEI,Key Field,Meridian,MS,544.58,
2006,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,373.89,
2006,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,484.92,
2006,PIR,Pierre Regional,Pierre,SD,535.32,
2006,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,561.92,
2006,WRG,Wrangell Airport,Wrangell,AK,379.12,
2006,CDC,Cedar City Regional,Cedar City,UT,395.98,
2006,VCT,Victoria Regional,Victoria,TX,455.95,
2006,CNY,Canyonlands Regional,Moab,UT,340.90,
2006,OWB,Owensboro Daviess County Regional,Owensboro,KY,376.34,
2006,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,374.30,
2006,INL,Falls International Einarson Field,International Falls,MN,523.57,
2006,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,547.00,
2006,SLN,Salina Regional,Salina,KS,457.57,
2006,DEC,Decatur Airport,Decatur,IL,332.61,
2006,ATY,Watertown Regional,Watertown,SD,559.08,
2006,APN,Alpena County Regional,Alpena,MI,557.13,
2006,JLN,Joplin Regional,Joplin,MO,426.62,
2006,PAH,Barkley Regional,Paducah,KY,431.60,
2006,DRT,Del Rio International,Del Rio,TX,451.93,
2006,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,520.91,
2006,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,463.63,
2006,JMS,Jamestown Regional,Jamestown,ND,484.95,
2006,LBL,Liberal Mid-America Regional,Liberal,KS,576.34,
2006,WYS,Yellowstone,West Yellowstone,MT,369.89,
2006,SHD,Shenandoah Valley Regional,Staunton,VA,448.54,
2006,YAK,Yakutat Airport,Yakutat,AK,344.67,
2006,CVN,Clovis Regional,Clovis,NM,373.40,
2006,HYS,Hays Regional,Hays,KS,509.67,
2006,DVL,Devils Lake Regional,Devils Lake,ND,536.64,
2006,BKW,Raleigh County Memorial,Beckley,WV,343.62,
2006,DDC,Dodge City Regional,Dodge City,KS,507.30,
2006,OGS,Ogdensburg International,Ogdensburg,NY,490.38,
2006,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,456.56,
2006,GST,Gustavus Airport,Gustavus,AK,168.81,
2006,DUT,Unalaska Airport,Unalaska,AK,794.78,
2006,LWB,Greenbrier Valley,Lewisburg,WV,480.95,
2006,IPL,Imperial County,El Centro,CA,293.56,
2006,PUB,Pueblo Memorial,Pueblo,CO,350.06,
2006,LEB,Lebanon Municipal,Lebanon-Hanover,NH,477.55,
2006,FOD,Fort Dodge Regional,Fort Dodge,IA,415.35,
2006,MKG,Muskegon County,Muskegon,MI,406.19,
2006,CGI,Cape Girardeau Regional,Cape Girardeau,MO,410.56,
2006,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,432.05,
2006,MBL,Manistee County-Blacker,Manistee/Ludington,MI,326.99,
2006,TEX,Telluride Regional,Telluride,CO,595.32,
2006,AUG,Augusta State,Augusta/Waterville,ME,450.97,
2006,MCW,Mason City Municipal,Mason City,IA,427.36,
2006,IWD,Gogebic-Iron County,Ironwood,MI,371.77,
2006,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,533.74,
2006,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,505.98,
2006,CEZ,Cortez Municipal,Cortez,CO,552.16,
2006,ENA,Kenai Municipal,Kenai,AK,588.09,
2006,DUJ,DuBois Regional,DuBois,PA,459.35,
2006,UIN,Quincy Regional-Baldwin Field,Quincy,IL,447.28,
2006,RKD,Knox County Regional,Rockland,ME,486.66,
2006,TUP,Tupelo Regional,Tupelo,MS,472.08,
2006,RUT,Rutland - Southern Vermont Regional,Rutland,VT,518.38,
2006,PVC,Provincetown Municipal,Provincetown,MA,440.00,
2006,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,496.60,
2006,PGA,Page Municipal,Page,AZ,393.91,
2006,LNS,Lancaster Airport,Lancaster,PA,453.43,
2006,BRL,Southeast Iowa Regional,Burlington,IA,393.89,
2006,AIA,Alliance Municipal,Alliance,NE,590.48,
2006,SDY,Sidney Richland Regional,Sidney,MT,487.06,
2006,HOM,Homer Airport,Homer,AK,658.27,
2006,GLH,Greenville Mid Delta,Greenville,MS,488.60,
2006,TVF,Thief River Falls Regional,Thief River Falls,MN,484.70,
2006,MSL,Northwest Alabama Regional,Muscle Shoals,AL,385.07,
2006,AOO,Altoona-Blair County,Altoona,PA,413.28,
2006,IRK,Kirksville Regional,Kirksville,MO,347.07,
2006,BFD,Bradford Regional,Bradford,PA,459.34,
2006,ADK,Adak,Adak Island,AK,915.56,
2006,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,650.85,
2006,MCK,McCook Ben Nelson Regional,McCook,NE,513.67,
2006,CDR,Chadron Municipal,Chadron,NE,545.60,
2006,VQS,Antonio Rivera Rodriguez,Vieques,PR,596.33,
2006,MSS,Massena International-Richards Field,Massena,NY,513.66,
2006,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,703.48,
2006,SOW,Show Low Regional,Show Low,AZ,435.61,
2006,CNM,Cavern City Air Terminal,Carlsbad,NM,743.60,
2006,HRO,Boone County,Harrison,AR,483.00,
2006,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,289.00,
2006,VDZ,Valdez Pioneer Field,Valdez,AK,549.46,
2006,MKL,McKellar-Sipes Regional,Jackson,TN,355.75,
2006,MKK,Molokai,Hoolehua,HI,601.72,
2006,HVR,Havre City-County,Havre,MT,743.00,
2006,GDV,Dawson Community,Glendive,MT,582.25,
2006,OLF,L. M. Clayton,Wolf Point,MT,552.60,
2006,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,339.20,
2006,CDB,Cold Bay Airport,Cold Bay,AK,784.69,
2006,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,509.50,
2006,JBR,Jonesboro Municipal,Jonesboro,AR,339.00,
2006,MCN,Middle Georgia Regional,Macon,GA,554.97,
2006,JHM,Kapalua Airport,Kapalua,HI,586.08,
2006,UNK,Unalakleet Airport,Unalakleet,AK,686.57,
2006,SDP,Sand Point,Sandpoint,AK,835.94,
2006,LNY,Lanai Airport,Lanai,HI,509.74,
2006,ANI,Aniak Airport,Aniak,AK,606.89,
2006,CEC,Jack McNamara Field,Crescent City,CA,328.25,
2006,AHN,Athens/Ben Epps,Athens,GA,494.99,
2006,APF,Naples Municipal,Naples,FL,460.57,
2006,BED,Laurence G Hanscom Field,Bedford,MA,164.83,
2006,BKX,Brookings Regional,Brookings,SD,362.10,
2006,BLF,Mercer County,Princeton/Bluefield,WV,425.96,
2006,CIC,Chico Regional,Chico,CA,297.12,
2006,CLD,McClellan-Palomar,Carlsbad,CA,312.62,
2006,CYF,Chefornak Airport,Chefornak,AK,484.50,
2006,ELY,Ely Airport/Yelland Field,Ely,NV,375.33,
2006,FHU,Sierra Vista Municipal-Libby AAF,Fort Huachuca,AZ,377.33,
2006,FKL,Venango Regional,Franklin/Oil City,PA,418.31,
2006,FMN,Four Corners Regional,Farmington,NM,547.03,
2006,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,163.65,
2006,FOE,Topeka Regional,Topeka,KS,178.56,
2006,GBD,Great Bend Municipal,Great Bend,KS,400.75,
2006,HII,Lake Havasu City Airport,Lake Havasu City,AZ,403.47,
2006,HKY,Hickory Regional,Hickory,NC,380.54,
2006,HNM,Hana Airport,Hana,HI,1384.00,
2006,HON,Huron Regional,Huron,SD,454.72,
2006,HPB,Hooper Bay Airport,Hooper Bay,AK,396.00,
2006,IFP,Laughlin/Bullhead International,Bullhead City,AZ,155.45,
2006,IGM,Kingman Airport,Kingman,AZ,382.68,
2006,IPT,Williamsport Regional,Williamsport,PA,503.35,
2006,ISN,Sloulin Field International,Williston,ND,624.03,
2006,ISO,Kinston Regional Jetport at Stallings Field,Kinston,NC,385.67,
2006,IYK,Inyokern Airport,Inyokern,CA,603.60,
2006,JHW,Chautauqua County/Jamestown,Jamestown,NY,416.80,
2006,LMT,Crater Lake Klamath Regional,Klamath Falls,OR,441.05,
2006,LWT,Lewistown Municipal,Lewistown,MT,558.67,
2006,MCE,Merced Yosemite Regional,Merced,CA,313.50,
2006,MCG,McGrath Airport,McGrath,AK,687.43,
2006,MKC,Charles B. Wheeler Downtown,Kansas City,MO,301.67,
2006,MLS,Frank Wiley Field,Miles City,MT,453.33,
